word	level	pinyin	gloss
轮船	HSK6	lún chuán	steamship; steamer; steamboat; CL:艘[sou1]
轮流	HSK6	lún liú	to alternate; to take turns
论坛	HSK6	lùn tán	forum (for discussion)
轮椅	HSK6	lún yǐ	wheelchair
轮子	HSK6	lún zi	wheel; (derog.) Falun Gong practitioner
落地	HSK6	luò dì	to fall to the ground; to be set on the ground
落后	HSK6	luò hòu	to fall behind; to lag (in technology etc)
旅途	HSK6	lǚ tú	journey; trip
录像	HSK6	lù xiàng	to videotape; to videorecord
履行	HSK6	lǚ xíng	to fulfill (one's obligations); to carry out (a task)
录用	HSK6	lù yòng	to hire (an employee); to accept (a manuscript) for publication
录制	HSK6	lù zhì	to record (video or audio)
嘛	HSK6	má	used in 唵嘛呢叭咪吽[an3 ma2 ni2 ba1 mi1 hong1]; (Tw) (coll.) what?
马虎	HSK6	mǎ hu	careless; sloppy
埋	HSK6	mái	to bury
迈	HSK6	mài	to take a step; to stride
麦克风	HSK6	mài kè fēng	(loanword) microphone
漫长	HSK6	màn cháng	very long; endless
盲人	HSK6	máng rén	blind person
漫画	HSK6	màn huà	caricature; cartoon
冒	HSK6	mào	to emit; to give off; to send out (or up, forth); to brave; to face
冒险	HSK6	mào xiǎn	to take risks; to take chances
贸易	HSK6	mào yì	(commercial) trade; CL:個|个[ge4]
码头	HSK6	mǎ tou	wharf; dock; quay; pier
蚂蚁	HSK6	mǎ yǐ	ant
煤	HSK6	méi	coal; CL:塊|块[kuai4]
美观	HSK6	měi guān	pleasing to the eye; beautiful
梅花	HSK6	méi huā	plum blossom; clubs ♣ (a suit in card games)
眉毛	HSK6	méi mao	eyebrow; CL:根[gen1]
密	HSK6	mì	dense; close; thick; intimate; close
棉	HSK6	mián	generic term for cotton or kapok; cotton
免	HSK6	miǎn	to excuse sb; to exempt
面部	HSK6	miàn bù	face (body part)
面粉	HSK6	miàn fěn	flour
勉强	HSK6	miǎn qiǎng	to do with difficulty; to force sb to do sth
免税	HSK6	miǎn shuì	not liable to taxation (of monastery, imperial family etc); tax free
免疫	HSK6	miǎn yì	immunity (to disease)
面子	HSK6	miàn zi	outer surface; the outside of sth; social prestige; face
妙	HSK6	miào	clever; wonderful
描绘	HSK6	miáo huì	to describe; to depict; to portray
描写	HSK6	miáo xiě	to describe; to depict; to portray; depiction; portrayal
弥补	HSK6	mí bǔ	to complement; to make up for a deficiency
密度	HSK6	mì dù	density; concentration
灭	HSK6	miè	to extinguish or put out; to go out (of a fire etc)
蜜蜂	HSK6	mì fēng	bee; honeybee
密集	HSK6	mì jí	concentrated; crowded together
名额	HSK6	míng é	quota; number of places
民歌	HSK6	mín gē	folk song; CL:支[zhi1],首[shou3]
明亮	HSK6	míng liàng	bright; shining
命令	HSK6	mìng lìng	order; command
明明	HSK6	míng míng	obviously; plainly
命名	HSK6	mìng míng	to give a name to; to dub
名气	HSK6	míng qi	reputation; fame
名胜	HSK6	míng shèng	a place famous for its scenery or historical relics; scenic spot
民间	HSK6	mín jiān	among the people; popular
民俗	HSK6	mín sú	popular custom
民宿	HSK6	mín sù	(orthographic borrowing from Japanese 民宿 "minshuku") property rented via Airbnb or similar platform; guesth...
民众	HSK6	mín zhòng	the populace; the masses; the common people
民主	HSK6	mín zhǔ	democracy; democratic
迷人	HSK6	mí rén	fascinating; enchanting
模仿	HSK6	mó fǎng	to imitate; to copy
默默	HSK6	mò mò	in silence; not speaking
模拟	HSK6	mó nǐ	imitation; to simulate
模特儿	HSK6	mó tè r	(fashion) model (loanword)
摩托车	HSK6	mó tuō chē	(loanword) motorbike; motorcycle; CL:輛|辆[liang4],部[bu4]
模型	HSK6	mó xíng	model; mold
母	HSK6	mǔ	mother; elderly female relative
木材	HSK6	mù cái	wood
目录	HSK6	mù lù	catalog; table of contents
模样	HSK6	mú yàng	look; style
母语	HSK6	mǔ yǔ	native language; mother tongue
奶粉	HSK6	nǎi fěn	powdered milk
难点	HSK6	nán diǎn	difficulty
南极洲	HSK6	Nán jí zhōu	Antarctica
南美洲	HSK6	Nán měi zhōu	South America
难免	HSK6	nán miǎn	hard to avoid; difficult to escape from
脑袋	HSK6	nǎo dai	head; skull
脑子	HSK6	nǎo zi	brains; mind
内涵	HSK6	nèi hán	meaningful content; implication
内科	HSK6	nèi kē	internal medicine; general medicine
内外	HSK6	nèi wài	inside and outside; domestic and foreign
内衣	HSK6	nèi yī	undergarment; underwear
能量	HSK6	néng liàng	energy; capabilities
能源	HSK6	néng yuán	energy sources; energy
泥	HSK6	ní	mud; clay
年度	HSK6	nián dù	year (e.g. school year, fiscal year); annual
念书	HSK6	niàn shū	to read; to study; to attend school
年终	HSK6	nián zhōng	end of the year
扭	HSK6	niǔ	to turn; to twist
农产品	HSK6	nóng chǎn pǐn	agricultural produce
浓厚	HSK6	nóng hòu	dense; thick (fog, clouds etc)
农田	HSK6	nóng tián	farmland; cultivated land
暖	HSK6	nuǎn	warm; to warm
暖气	HSK6	nuǎn qì	central heating; heater
偶像	HSK6	ǒu xiàng	idol
排除	HSK6	pái chú	to eliminate; to remove
排放	HSK6	pái fàng	to arrange in order; to emit; to discharge (exhaust gas, waste water etc)
排练	HSK6	pái liàn	to rehearse; rehearsal
排名	HSK6	pái míng	to rank (1st, 2nd etc); ranking
盘	HSK6	pán	tray; plate; dish; (finance) (bound form) market prices
庞大	HSK6	páng dà	huge; enormous; tremendous
盼望	HSK6	pàn wàng	to hope for; to look forward to
泡	HSK6	pào	bubble; foam; blister
抛	HSK6	pāo	to throw; to toss
配备	HSK6	pèi bèi	to allocate; to provide
赔偿	HSK6	péi cháng	to compensate
佩服	HSK6	pèi fú	to admire
配套	HSK6	pèi tào	to form a complete set; compatible
陪同	HSK6	péi tóng	to accompany
培育	HSK6	péi yù	to train; to breed
喷	HSK6	pèn	(of a smell) strong; peak season (of a crop)
捧	HSK6	pěng	to hold or offer with both hands; to sing the praises of
碰撞	HSK6	pèng zhuàng	to collide; collision
皮	HSK6	pí	skin; peel; rind; outer layer; leather; hide; fur
披	HSK6	pī	to drape over one's shoulders; to open
片刻	HSK6	piàn kè	short period of time; a moment
片面	HSK6	piàn miàn	unilateral; one-sided
骗子	HSK6	piàn zi	swindler; a cheat
飘	HSK6	piāo	to float (in the air); to flutter; to waft; complacent; frivolous
漂	HSK6	piāo	to float; to drift
疲劳	HSK6	pí láo	fatigue; wearily
品尝	HSK6	pǐn cháng	variant of 品嚐|品尝[pin3 chang2]
频道	HSK6	pín dào	frequency; (television) channel
频繁	HSK6	pín fán	frequently; often
平等	HSK6	píng děng	equal; equality
平凡	HSK6	píng fán	commonplace; ordinary
平方	HSK6	píng fāng	square (as in square foot, square mile, square root)
平方米	HSK6	píng fāng mǐ	square meter
评估	HSK6	píng gū	to evaluate; to assess
评论	HSK6	píng lùn	to comment on; to discuss
评选	HSK6	píng xuǎn	to select on the basis of a vote or consensus
贫困	HSK6	pín kùn	impoverished; poverty
频率	HSK6	pín lǜ	frequency
坡	HSK6	pō	slope; CL:個|个[ge4]
泼	HSK6	pō	to splash; to spill
破产	HSK6	pò chǎn	to go bankrupt; to become impoverished
迫切	HSK6	pò qiè	urgent; pressing
扑	HSK6	pū	to throw oneself at; to pounce on
铺	HSK6	pù	plank bed; place to sleep
扑灭	HSK6	pū miè	to eradicate; to extinguish
朴素	HSK6	pǔ sù	plain and simple; unadorned
恰当	HSK6	qià dàng	appropriate; suitable
恰好	HSK6	qià hǎo	as it turns out; by lucky coincidence
牵	HSK6	qiān	to lead along; to pull (an animal on a tether)
枪	HSK6	qiāng	gun; firearm
墙壁	HSK6	qiáng bì	wall
强化	HSK6	qiáng huà	to strengthen; to intensify
强迫	HSK6	qiǎng pò	to compel; to force
强壮	HSK6	qiáng zhuàng	strong; sturdy
千家万户	HSK6	qiān jiā wàn hù	every family (idiom)
前景	HSK6	qián jǐng	foreground; vista
潜力	HSK6	qián lì	potential; latent capacity
前期	HSK6	qián qī	preceding period; early stage
前提	HSK6	qián tí	premise; precondition
谦虚	HSK6	qiān xū	modest; self-effacing
前者	HSK6	qián zhě	the former (i.e. the one mentioned first)
瞧	HSK6	qiáo	to look at; to see
桥梁	HSK6	qiáo liáng	bridge (lit. and fig.)
巧妙	HSK6	qiǎo miào	ingenious; clever; ingenuity; artifice
恰恰	HSK6	qià qià	exactly; just; precisely; (loanword) cha-cha; cha-cha-cha (dance)
起初	HSK6	qǐ chū	originally; at first; at the outset
起点	HSK6	qǐ diǎn	starting point
启动	HSK6	qǐ dòng	to start (a machine); (fig.) to set in motion
切实	HSK6	qiè shí	feasible; realistic
启发	HSK6	qǐ fā	to enlighten; to explain (a text etc)
气氛	HSK6	qì fēn	atmosphere; mood
其间	HSK6	qí jiān	in between; within that interval
清	HSK6	qīng	(of water etc) clear; clean; quiet; still
清晨	HSK6	qīng chén	early morning
青春	HSK6	qīng chūn	youth; youthfulness
青春期	HSK6	qīng chūn qī	puberty; adolescence
清淡	HSK6	qīng dàn	light (of food, not greasy or strongly flavored); insipid
情节	HSK6	qíng jié	circumstances; plot; storyline
清洁	HSK6	qīng jié	clean; to clean
晴朗	HSK6	qíng lǎng	sunny and cloudless
清理	HSK6	qīng lǐ	to clear up; to tidy up
清扫	HSK6	qīng sǎo	to tidy up; to mop up
倾听	HSK6	qīng tīng	to listen attentively
清洗	HSK6	qīng xǐ	to wash; to rinse; to clean; (fig.) to purge; to get rid of (corrupt individuals etc)
清晰	HSK6	qīng xī	clear; distinct
倾向	HSK6	qīng xiàng	trend; tendency
情形	HSK6	qíng xing	circumstances; situation
清醒	HSK6	qīng xǐng	clear-headed; sober
勤劳	HSK6	qín láo	hardworking; industrious; diligent
亲密	HSK6	qīn mì	intimate; close
亲属	HSK6	qīn shǔ	kin; kindred
欺骗	HSK6	qī piàn	to deceive; to cheat
齐全	HSK6	qí quán	complete; comprehensive
启示	HSK6	qǐ shì	to reveal; to enlighten
启事	HSK6	qǐ shì	announcement (written, on billboard, letter, newspaper or website); to post information
气体	HSK6	qì tǐ	gas (i.e. gaseous substance)
求	HSK6	qiú	to seek; to look for
求婚	HSK6	qiú hūn	to propose marriage
求救	HSK6	qiú jiù	to seek help (when in distress or having difficulties)
求职	HSK6	qiú zhí	to seek employment
求助	HSK6	qiú zhù	to request help; to appeal (for help)
期望	HSK6	qī wàng	to have expectations; to earnestly hope
气味	HSK6	qì wèi	odor; scent
期限	HSK6	qī xiàn	time limit; deadline
起源	HSK6	qǐ yuán	origin; to originate
气质	HSK6	qì zhì	personality traits; temperament; disposition; aura; air; feel; vibe
棋子	HSK6	qí zǐ	chess piece; CL:個|个[ge4],顆|颗[ke1]
曲	HSK6	qū	bent; crooked
娶	HSK6	qǔ	to take a wife; to marry (a woman)
券	HSK6	quàn	bond (esp. document split in two, with each party holding one half); contract
圈	HSK6	quān	circle; ring; loop; (fig.) social circle; niche group; community; fandom
全程	HSK6	quán chéng	the whole distance; from beginning to end
权力	HSK6	quán lì	power; authority
取代	HSK6	qǔ dài	to replace; to supersede
渠道	HSK6	qú dào	irrigation ditch; (fig.) channel; avenue
确立	HSK6	què lì	to establish; to institute
缺陷	HSK6	quē xiàn	defect; flaw
区分	HSK6	qū fēn	to differentiate; to draw a distinction
群众	HSK6	qún zhòng	mass; multitude
趣味	HSK6	qù wèi	fun; interest; delight; taste; liking; preference
染	HSK6	rǎn	to dye; to catch (a disease)
燃料	HSK6	rán liào	fuel
热点	HSK6	rè diǎn	hot spot; point of special interest
热度	HSK6	rè dù	level of heat; (fig.) zeal
热门	HSK6	rè mén	popular; hot; in vogue
认错	HSK6	rèn cuò	to admit an error; to acknowledge one's mistake
认定	HSK6	rèn dìng	to maintain (that sth is true); to determine (a fact)
仍旧	HSK6	réng jiù	still (remaining); to remain (the same)
人工智能	HSK6	rén gōng zhì néng	artificial intelligence (AI)
人家	HSK6	rén jiā	household; dwelling
人均	HSK6	rén jūn	per capita; averaged per person
认可	HSK6	rèn kě	to approve; approval
人山人海	HSK6	rén shān rén hǎi	(idiom) multitude; vast crowd
人士	HSK6	rén shì	person; figure
人事	HSK6	rén shì	personnel; human resources
忍受	HSK6	rěn shòu	to bear; to endure
认同	HSK6	rèn tóng	to approve of; to endorse
人为	HSK6	rén wéi	artificial; man-made
人行道	HSK6	rén xíng dào	sidewalk
认知	HSK6	rèn zhī	cognition; cognitive
热水器	HSK6	rè shuǐ qì	water heater
热线	HSK6	rè xiàn	hotline (communications link)
热议	HSK6	rè yì	to discuss passionately; heated debate
日后	HSK6	rì hòu	sometime; someday (in the future)
日前	HSK6	rì qián	the other day; a few days ago
日夜	HSK6	rì yè	day and night; around the clock
日益	HSK6	rì yì	day by day; more and more
融合	HSK6	róng hé	a mixture; an amalgam
融化	HSK6	róng huà	to melt; to thaw
容量	HSK6	róng liàng	capacity; volume
融入	HSK6	róng rù	to blend into; to integrate
荣誉	HSK6	róng yù	honor; credit
柔软	HSK6	róu ruǎn	soft
入境	HSK6	rù jìng	to enter a country
入门	HSK6	rù mén	entrance door; to enter a door
弱点	HSK6	ruò diǎn	weak point; failing
入选	HSK6	rù xuǎn	to be included among those selected for
撒	HSK6	sā	to let go; to cast
塞	HSK6	sāi	to plug; to stop up; to stuff in; (bound form) a stopper; a cork
赛事	HSK6	sài shì	competition (e.g. sporting)
散	HSK6	sǎn	scattered; loose
散	HSK6	sǎn	scattered; loose
散发	HSK6	sàn fā	to distribute; to emit; to give off
丧失	HSK6	sàng shī	to lose; to forfeit
嗓子	HSK6	sǎng zi	throat; voice
散文	HSK6	sǎn wén	(broadly) prose (as opposed to verse); (more narrowly) free-form literary prose, such as essays, sketches a...
扫描	HSK6	sǎo miáo	to scan
杀	HSK6	shā	to kill; to slay; to murder; to attack; to weaken; to reduce
刹车	HSK6	shā chē	to brake (when driving); to stop
筛选	HSK6	shāi xuǎn	to filter
扇	HSK6	shàn	fan; sliding, hinged or detachable flat part of sth
闪	HSK6	shǎn	to dodge; to duck out of the way
闪电	HSK6	shǎn diàn	lightning; CL:道[dao4]
山顶	HSK6	shān dǐng	hilltop
山峰	HSK6	shān fēng	(mountain) peak
商标	HSK6	shāng biāo	trademark; logo
上当	HSK6	shàng dàng	taken in (by sb's deceit); to be fooled
上级	HSK6	shàng jí	higher authorities; superiors
上进	HSK6	shàng jìn	to make progress; to do better
伤口	HSK6	shāng kǒu	wound; cut
上市	HSK6	shàng shì	to hit the market (of a new product); to float (a company on the stock market)
上述	HSK6	shàng shù	aforementioned; above-mentioned
上台	HSK6	shàng tái	to rise to power (in politics); to go on stage (in the theater)
伤亡	HSK6	shāng wáng	casualties; injuries and deaths
上旬	HSK6	shàng xún	first third of a month
伤员	HSK6	shāng yuán	wounded person
山坡	HSK6	shān pō	hillside
少儿	HSK6	shào ér	child
鲨鱼	HSK6	shā yú	shark
社	HSK6	shè	(bound form) society; organization; agency; (old) god of the land
射	HSK6	shè	to shoot; to launch
涉及	HSK6	shè jí	to involve; to relate to; to concern; to touch upon
射击	HSK6	shè jī	to shoot; to fire (a gun)
神	HSK6	shén	god; deity; supernatural; magical; mysterious
升	HSK6	shēng	to ascend; to rise; to promote; to elevate
生成	HSK6	shēng chéng	to generate; to produce; to form; to be formed; to come into being; to be born with; to be blessed with
声调	HSK6	shēng diào	tone; note
生命力	HSK6	shēng mìng lì	vitality
生态	HSK6	shēng tài	ecology (the study of interactions between organisms and their environment); ecological state (the conditio...
升学	HSK6	shēng xué	to enter the next grade school
剩余	HSK6	shèng yú	remainder; surplus
神经	HSK6	shén jīng	nerve; mental state
审美	HSK6	shěn měi	esthetics; appreciating the arts
神奇	HSK6	shén qí	magical; mystical
身心	HSK6	shēn xīn	body and mind; mental and physical
深夜	HSK6	shēn yè	very late at night
舌头	HSK6	shé tou	tongue; CL:個|个[ge4]
摄像	HSK6	shè xiàng	to videotape
设想	HSK6	shè xiǎng	to imagine; to assume
摄像头	HSK6	shè xiàng tóu	webcam; surveillance camera
识	HSK6	shí	to know; knowledge
拾	HSK6	shí	to pick up; to collate or arrange
识别	HSK6	shí bié	to distinguish; to discern; to identify; to recognize
士兵	HSK6	shì bīng	soldier; CL:個|个[ge4]
诗词	HSK6	shī cí	verse
适度	HSK6	shì dù	moderately; appropriate
湿度	HSK6	shī dù	humidity level
示范	HSK6	shì fàn	to demonstrate; to show how to do sth
释放	HSK6	shì fàng	to release; to set free
师父	HSK6	shī fu	used for 師傅|师傅 (in Taiwan); master
诗歌	HSK6	shī gē	poem; CL:本[ben3],首[shou3],段[duan4]
时光	HSK6	shí guāng	time; era
事后	HSK6	shì hòu	after the event; in hindsight
实话	HSK6	shí huà	truth
实惠	HSK6	shí huì	tangible benefit; material advantages
时机	HSK6	shí jī	opportunity; opportune moment
使劲	HSK6	shǐ jìn	to exert all one's strength
视觉	HSK6	shì jué	sight; vision
势力	HSK6	shì li	power; influence
视力	HSK6	shì lì	eyesight; visual acuity
时尚	HSK6	shí shàng	fashion; fad
实时	HSK6	shí shí	(in) real time; instantaneous
时速	HSK6	shí sù	speed per hour
试图	HSK6	shì tú	to attempt; to try
事务	HSK6	shì wù	(political, economic etc) affairs; work
事项	HSK6	shì xiàng	matter; item
适宜	HSK6	shì yí	suitable; appropriate
石油	HSK6	shí yóu	oil; petroleum
食欲	HSK6	shí yù	appetite
实质	HSK6	shí zhì	substance; essence
狮子	HSK6	Shī zǐ	Leo (star sign); Shihtzu township in Pingtung County 屏東縣|屏东县[Ping2 dong1 Xian4], Taiwan
十足	HSK6	shí zú	ample; complete
手臂	HSK6	shǒu bì	arm (from shoulder to wrist); (fig.) assistant; helper
收藏	HSK6	shōu cáng	to collect (works of art, dolls, antiques etc); to put away for safekeeping; (Internet) to bookmark; a coll...
手法	HSK6	shǒu fǎ	technique; trick
收购	HSK6	shōu gòu	to purchase or acquire in bulk or at an official level (esp. by a state or organization); to acquire or tak...
寿命	HSK6	shòu mìng	life span; life expectancy
收取	HSK6	shōu qǔ	to receive; to collect
手势	HSK6	shǒu shì	gesture; sign; signal
首要	HSK6	shǒu yào	the most important; of chief importance
收益	HSK6	shōu yì	earnings; profit
受灾	HSK6	shòu zāi	disaster-stricken; to be hit by a natural calamity
竖	HSK6	shù	to erect; vertical
属	HSK6	shǔ	category; genus (taxonomy)
衰老	HSK6	shuāi lǎo	to age; to deteriorate with age
率领	HSK6	shuài lǐng	to lead; to command
率先	HSK6	shuài xiān	to take the lead; to show initiative
输出	HSK6	shū chū	to output; to deliver (energy, data, signals etc); to export (goods, services, technology etc)
